32.806671;-86.79113
61.370716;-152.404419
33.729759;-111.431221
34.969704;-92.373123
36.116203;-119.681564
39.059811;-105.311104
41.597782;-72.755371
39.318523;-75.507141
27.766279;-81.686783
33.040619;-83.643074
20.902977;-156.207483
44.068202;-114.742043
40.633125;-89.398529
39.849426;-86.258278
42.011539;-93.210526
38.5266;-96.726486
37.66814;-84.670067
31.169546;-91.867805
45.367584;-68.972168
39.045753;-76.641273
42.407211;-71.382439
44.182205;-84.506836
46.39241;-94.63623
32.741646;-89.678696
38.456085;-92.288368
46.921925;-110.454353
41.12537;-98.268082
38.313515;-117.055374
43.452492;-71.563896
40.298904;-74.521011
34.840515;-106.248482
42.165726;-74.948051
35.630066;-79.806419
47.528912;-99.784012
40.388783;-82.764915
35.565342;-96.928917
44.572021;-122.070938
40.590752;-77.209755
41.680893;-71.51178
33.856892;-80.945007
44.299782;-99.438828
35.747845;-86.692345
31.054487;-97.563461
39.32098;-111.093735
44.045876;-72.710686
37.769337;-78.169968
47.400902;-121.490494
38.491226;-80.954456
44.268543;-89.616508
42.755966;-107.30249
